,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
396,老街烧烤故事, Old Street BBQ Story,114.267692,30.592376,餐饮美食,632,Dining food
1026,Helens西餐吧(司门口店), Helens western food bar ( Simen Store ),114.296753,30.546836,餐饮美食,232,Dining food
710,星巴克（江汉路宝丽金）, Starbucks (Jianghan Road Poly Gold),114.287406,30.580959,餐饮美食,345,Dining food
730,复活岛烧烤菱角湖万达店, Easter Island BBQ Water Chestnut Lake Wanda Store,114.267936,30.610687,餐饮美食,338,Dining food
739,麦当劳 汉商21世纪店, McDonald's Chinese Merchants twenty one Century Store,114.21366,30.56097,餐饮美食,333,Dining food
103,四海一家武汉点," Four Seas, One Wuhan Point",114.271561,30.579365,餐饮美食,2026,Dining food
598,绿茵阁西餐厅 建二路店, Lvyinge Western Restaurant Jianer Road Branch,114.37593,30.62492,餐饮美食,404,Dining food
1673,绿菌阁西餐厅, Green Mushroom Western Restaurant,114.27034,30.58123,餐饮美食,121,Dining food
1100,双龙油焖大虾, Shuanglong Braised Prawns,114.24605,30.60574,餐饮美食,212,Dining food
1613,亚洲土地AsiaTable, Asian land AsiaTable,114.338356,30.557113,餐饮美食,126,Dining food
1480,老时光咖啡馆, old time cafe,114.299369,30.587667,餐饮美食,141,Dining food
1245,居仁门车站小吃, Juinmen Station Snacks,114.26006,30.56935,餐饮美食,177,Dining food
1312,星巴克洪福添美广场店, Starbucks Hong Fu Tim Mei Plaza,114.397514,30.496553,餐饮美食,166,Dining food
1264,谢先生餐厅外滩店, Mr. Xie Restaurant The Bund,114.303886,30.600452,餐饮美食,174,Dining food
997,鲜芋仙, Fresh Taro Fairy,114.283715,30.578365,餐饮美食,240,Dining food
1616,老街烧烤, Old Street BBQ,114.289151,30.583725,餐饮美食,126,Dining food
1117,荷清水香农家菜馆 珞狮南路店, He Qingshui Xiang Nongjia Restaurant Luoshi South Road Branch,114.33899,30.48369,餐饮美食,208,Dining food
1076,刘记三狗牛肉面馆, Liu Ji Sangou Beef Noodle House,114.29734,30.58739,餐饮美食,216,Dining food
1334,华中科技大学喻园餐厅, Huazhong University of Science and Technology Yuyuan Restaurant,114.414792,30.516102,餐饮美食,162,Dining food
742,湖北南湖驾驶教学培训中心(富安路), Hubei Nanhu Driving Teaching and Training Center ( Fu'an Road ),114.31338,30.50071,驾校,332,Driving school
1392,锦江之星武汉六渡桥店, Jinjiang Inn Wuhan Liuduqiao,114.2815,30.57243,经济型连锁酒店,154,Economic chain hotel
882,假日酒店(武汉天安店), Holiday Inn ( Wuhan Tianan Store ),114.28223,30.58419,经济型连锁酒店,275,Economic chain hotel
1360,锦江之星丁字桥店, Jinjiang Inn T-shaped Bridge,114.33334,30.53028,经济型连锁酒店,158,Economic chain hotel
1178,锦江之星江汉路步行街店, Jinjiang Inn Jianghan Road Pedestrian Street,114.29637,30.57799,经济型连锁酒店,192,Economic chain hotel
1560,格林豪泰酒店(武昌火车站店), GreenTree Inn ( Wuchang Railway Station Store ),114.32314,30.53138,经济型连锁酒店,131,Economic chain hotel
1216,艳阳天时尚旅店(宝丰路店), Sunny Day Fashion Hotel ( Baofeng Road Store ),114.252617,30.576401,经济型连锁酒店,184,Economic chain hotel
327,武汉科技会展中心, Wuhan Science and Technology Convention and Exhibition Center,114.38448,30.51491,会展中心,765,Exhibition Center
329,肯德基（汉口火车站店）, KFC (Hankou Railway Station),114.257126,30.615059,快餐厅,760,Fast-food restaurant
358,蔡林记热干面馆(户部巷店), Cai Lin Kee Hot Dry Noodles (Hubu Lane Store ),114.29803,30.546689,快餐厅,688,Fast-food restaurant
1088,毛毛烤虾球, Fluffy Grilled Shrimp Balls,114.34777,30.60102,快餐厅,214,Fast-food restaurant
1130,肯德基 江夏店, KFC Jiangxia Store,114.31354,30.34829,快餐厅,205,Fast-food restaurant
1098,肯德基钢都花园店, KFC Gangdu Garden Store,114.36843,30.6137,快餐厅,212,Fast-food restaurant
1278,靓靓蒸虾 三阳路店, Liangliang Steamed Shrimp Sanyang Road Store,114.30716,30.596899,快餐厅,171,Fast-food restaurant
1129,馋艺堂 武汉天地店, Ganyitang Wuhan Tiandi Store,114.31023,30.6072,快餐厅,206,Fast-food restaurant
727,周黑鸭 汉口火车站二店, Zhou Hei Ya Hankou Railway Station Second Branch,114.25806,30.61813,快餐厅,339,Fast-food restaurant
1363,肯德基吴家山餐厅, KFC Wujiashan Restaurant,114.13869,30.62406,快餐厅,158,Fast-food restaurant
1547,肯德基汽车穿梭餐厅 江汉路店, KFC Shuttle Restaurant Jianghan Road Branch,114.28572,30.58378,快餐厅,132,Fast-food restaurant
1281,肯德基汽车穿梭餐厅 庙山店, KFC Shuttle Restaurant Temple Mountain Branch,114.37128,30.41048,快餐厅,170,Fast-food restaurant
697,秀玉红茶坊 摩尔城店, Xiuyu Black Tea Square Moore City Store,114.20836,30.55783,快餐厅,351,Fast-food restaurant
1549,麦当劳 司门口店, McDonald's Westgate,114.2996,30.54653,快餐厅,132,Fast-food restaurant
1275,五芳斋 总店, Wufangzhai Main Store,114.29607,30.58744,快餐厅,172,Fast-food restaurant
469,秀玉红茶坊(广埠屯店), Xiuyu Black Tea House ( Guangbutun Store ),114.360901,30.52397,快餐厅,533,Fast-food restaurant
670,肯德基 黄陂广场店, KFC Huangpi Plaza,114.37233,30.88106,快餐厅,363,Fast-food restaurant
1248,肯德基 鲁巷广场店, KFC Lu Lane Plaza,114.39721,30.50675,快餐厅,177,Fast-food restaurant
1307,光谷天地肯德基, Optics Valley World KFC,114.409486,30.479071,快餐厅,167,Fast-food restaurant
1572,麦当劳(中心百货店店), McDonald's ( Central department store ),114.29011,30.58167,快餐厅,130,Fast-food restaurant
1314,肯德基(武大店), KFC ( Wudadian ),114.356996,30.533205,快餐厅,166,Fast-food restaurant
1233,秀玉红茶坊（光谷天地店）, Xiuyu Black Tea House (Optics Valley Tiandi),114.41014,30.477273,快餐厅,181,Fast-food restaurant
1488,秀玉红茶坊(武昌店), Xiuyu Black Tea House ( Wuchang store ),114.354469,30.52939,快餐厅,140,Fast-food restaurant
97,巴厘龙虾馆, Bali Lobster Restaurant,114.26793,30.59189,快餐厅,2118,Fast-food restaurant
1322,汉口精武 武昌火车站店, Hankou Jingwu Wuchang Railway Station Branch,114.31686,30.52918,快餐厅,165,Fast-food restaurant
1213,武汉广场美食广场, Wuhan Plaza Food Court,114.26952,30.58066,快餐厅,185,Fast-food restaurant
1212,麦当劳 亚贸店, McDonald's Asia Trade Store,114.34237,30.52916,快餐厅,185,Fast-food restaurant
437,麦当劳(汉口火车站店), McDonald's ( Hankou Railway Station Store ),114.25795,30.616739,快餐厅,576,Fast-food restaurant
1614,518玉龙香辣虾 铭新街店, 518 Yulong Spicy Shrimp Ming New Street Store,114.2886,30.58422,快餐厅,126,Fast-food restaurant
1203,秀玉红茶坊(司门口店), Xiuyu Black Tea House ( Simen Store ),114.300567,30.548088,快餐厅,187,Fast-food restaurant
425,群光广场美食广场, Qunguang Plaza Food Court,114.35402,30.52603,快餐厅,594,Fast-food restaurant
593,秀玉红茶坊(销品茂店), Xiuyu Black Tea House ( Pinmao Store ),114.343071,30.588711,快餐厅,408,Fast-food restaurant
1335,肯德基 销品茂, Kentucky Fried Chicken,114.3444,30.58904,快餐厅,162,Fast-food restaurant
597,吉庆街夜市大排档,Jiqing Street Night Market Food Stalls,114.294505,30.586869,快餐厅,406,Fast-food restaurant
1197,肯德基 天河机场店, KFC Tianhe Airport Store,114.20899,30.76687,快餐厅,188,Fast-food restaurant
1194,必胜客群光广场店, Pizza Hut Qunguang Plaza,114.35502,30.52575,快餐厅,189,Fast-food restaurant
64,吉庆街美食一条街, Jiqing Street Food Street,114.2916,30.58556,快餐厅,2833,Fast-food restaurant
1579,肯德基 民航新村中百店, KFC Civil Aviation New Village Zhongbai Branch,114.24002,30.62497,快餐厅,129,Fast-food restaurant
1164,麦当劳(竹叶山店), McDonald's ( Zhuyeshan Store ),114.286392,30.62042,快餐厅,194,Fast-food restaurant
484,麦当劳 民众乐园店, McDonald's People's Paradise,114.28808,30.57661,快餐厅,509,Fast-food restaurant
639,真功夫 武昌火车站店, True Kung Fu Wuchang Railway Station,114.31384,30.52628,快餐厅,380,Fast-food restaurant
1625,首义园小吃街, Shouyiyuan Snack Street,114.299591,30.539808,快餐厅,125,Fast-food restaurant
1626,常青小吃城, Evergreen Snack City,114.23284,30.63545,快餐厅,125,Fast-food restaurant
1155,秀玉红茶坊 汉口新华店, Xiuyu Black Tea House Hankou Xinhua Branch,114.2733,30.59123,快餐厅,197,Fast-food restaurant
380,麦当劳(武昌火车站店), McDonald's ( Wuchang Railway Station Store ),114.317673,30.528391,快餐厅,664,Fast-food restaurant
377,光谷世界城3楼美食区, Optics Valley World City 3 Floor food area,114.40003,30.50492,快餐厅,670,Fast-food restaurant
1137,麦当劳 武商百盛店, McDonald's Wushang Parkson Store,114.25168,30.6083,快餐厅,203,Fast-food restaurant
1225,麦当劳 钟家村店, McDonald's Zhongjia Village Store,114.26636,30.54917,快餐厅,182,Fast-food restaurant
1115,肯德基 司门口店, KFC Department Store,114.29857,30.54326,快餐厅,208,Fast-food restaurant
1516,秀玉红茶坊(钟家村店), Xiuyu Black Tea House ( Zhongjia Village Store ),114.268,30.5497,快餐厅,136,Fast-food restaurant
783,秀玉红茶坊(银泰百货店), Xiuyu Black Tea House ( Intime Department Store ),114.333633,30.53758,快餐厅,310,Fast-food restaurant
784,荷花亭 大洋店, Lotus Pavilion Dayang Store,114.29018,30.5778,快餐厅,310,Fast-food restaurant
789,秀玉红茶坊(宝丰路店), Xiuyu Black Tea House ( Baofeng Road Store ),114.255081,30.577271,快餐厅,309,Fast-food restaurant
937,麦当劳南湖餐厅, McDonald's South Lake Restaurant,114.314412,30.510996,快餐厅,256,Fast-food restaurant
1051,肥肥虾庄 石牌岭店, Fatty Shrimp Village Shipailing Store,114.342,30.52206,快餐厅,222,Fast-food restaurant
939,蔡林记热干面馆(汉口旗舰店), Cai Lin Kee Hot Dry Noodles ( Hankou Flagship Store ),114.289642,30.57629,快餐厅,256,Fast-food restaurant
1046,肯德基 新敦店, KFC Newtown store,114.21855,30.60659,快餐厅,224,Fast-food restaurant
1043,必胜客(光谷店), Pizza Hut ( Optics Valley Store ),114.39312,30.50967,快餐厅,225,Fast-food restaurant
1502,肯德基 西汇店, KFC Westhui Branch,114.22178,30.58433,快餐厅,137,Fast-food restaurant
1671,麦当劳(珞狮路店), McDonald's ( Luoshi Road Store ),114.34996,30.51452,快餐厅,121,Fast-food restaurant
1066,麦当劳 楚河汉街店, McDonald's Chuhehan Street Store,114.346225,30.55361,快餐厅,219,Fast-food restaurant
1035,德克士 武昌火车站店, Dicos Wuchang Railway Station,114.31595,30.53119,快餐厅,229,Fast-food restaurant
1503,华中科技大学韵苑学生食堂, Huazhong University of Science and Technology Yunyuan Student Canteen,114.43522,30.51386,快餐厅,137,Fast-food restaurant
1429,肯德基 花桥店, KFC Huaqiao Store,114.28623,30.61386,快餐厅,148,Fast-food restaurant
968,麦当劳青山建七店, McDonald's Qingshan Jianqi Branch,114.400229,30.638489,快餐厅,247,Fast-food restaurant
833,秀玉红茶坊(光谷西班牙风情街店), Xiuyu Black Tea House ( Optics Valley Spanish Style Street Store ),114.402,30.5049,快餐厅,290,Fast-food restaurant
1456,麦当劳 世贸店, McDonald's World Trade Center,114.26857,30.58031,快餐厅,145,Fast-food restaurant
838,永和大王(武昌站店), King Yonghe ( Wuchang Station Store ),114.317545,30.528825,快餐厅,289,Fast-food restaurant
872,麦当劳(华罗利店), McDonald's ( Hua Raoli Store ),114.395843,30.483359,快餐厅,277,Fast-food restaurant
866,肯德基 民意店, KFC Public Opinion Store,114.27715,30.57292,快餐厅,279,Fast-food restaurant
242,HAPPY站台, HAPPY platform,114.290916,30.578461,快餐厅,1009,Fast-food restaurant
858,一茶一坐(汉街店), A tea and a sit ( Han Street Store ),114.337649,30.555987,快餐厅,282,Fast-food restaurant
898,麦当劳 徐东路店, McDonald's Xudong Road Branch,114.34173,30.59128,快餐厅,269,Fast-food restaurant
772,秀玉红茶坊 光谷店, Xiuyu Black Tea Square Optics Valley Store,114.39517,30.50798,快餐厅,316,Fast-food restaurant
1448,一茶一坐 新世界K11新食艺店, A tea and a new world K11 new food shop,114.26643,30.57907,快餐厅,146,Fast-food restaurant
205,肯德基 武昌火车站店, KFC Wuchang Railway Station,114.3171,30.52931,快餐厅,1223,Fast-food restaurant
1537,一茶一坐（武汉新世界店）," One Tea, One Sit (Wuhan New World Store)",114.270068,30.595389,快餐厅,133,Fast-food restaurant
145,虎泉夜市, Huquan Night Market,114.36808,30.51382,快餐厅,1571,Fast-food restaurant
763,麦当劳 光谷步行街店, McDonald's Optics Valley Pedestrian Street,114.4017,30.50553,快餐厅,321,Fast-food restaurant
1077,秀玉红茶坊 世贸店, Xiuyu Black Tea Square World Trade Store,114.2692,30.58017,快餐厅,216,Fast-food restaurant
1646,麦当劳 菱角湖万达店, McDonald's water chestnut lake Wanda store,114.27027,30.60975,快餐厅,123,Fast-food restaurant
1075,麦当劳 崇文书城店, McDonald's Chong Wencheng Store,114.34284,30.51062,快餐厅,216,Fast-food restaurant
765,秀玉红茶坊 璇宫店, Xiuyu Black Tea Square Xuangong Branch,114.28991,30.58206,快餐厅,319,Fast-food restaurant
1481,有间苕店 文书巷店, Youjian Tiaodian Document Lane Store,114.28617,30.57565,快餐厅,141,Fast-food restaurant
1060,狮龙啤酒烧烤屋, Lion Dragon Beer Grill,114.3803,30.62032,特色／地方风味餐厅,220,Features / Local Flavor Restaurant
1514,简朴寨 烽火店, Simple Village Beacon Fire Store,114.29643,30.50559,特色／地方风味餐厅,136,Features / Local Flavor Restaurant
1332,李记热干面 中山大道店, Li Ji Hot Dry Noodles Zhongshan Avenue Store,114.272262,30.570089,特色／地方风味餐厅,162,Features / Local Flavor Restaurant
389,小亮蒸虾(石牌岭店), Xiaoliang Steamed Shrimp ( Shipailing Store ),114.343292,30.523661,特色／地方风味餐厅,641,Features / Local Flavor Restaurant
183,江城明珠豪生大酒店, Howard Johnson Pearl Hotel Jiangcheng,114.304604,30.590401,五星级宾馆,1340,Five -star hotel
1220,东湖大厦, East Lake Building,114.33624,30.55173,五星级宾馆,183,Five -star hotel
164,武汉新世界酒店, Wuhan New World Hotel,114.26604,30.57917,五星级宾馆,1446,Five -star hotel
647,武汉东湖国际会议中心, Wuhan East Lake International Conference Center,114.370519,30.561272,五星级宾馆,374,Five -star hotel
233,武汉锦江国际大酒店, Wuhan Jin Jiang International Hotel,114.27056,30.59637,五星级宾馆,1038,Five -star hotel
1341,武汉中油阳光酒店, Wuhan Zhongyou Sunshine Hotel,114.239112,30.624415,五星级宾馆,161,Five -star hotel
487,纽宾凯新时代国际酒店, New Beacon New Era International Hotel,114.33043,30.53277,五星级宾馆,505,Five -star hotel
461,雄楚国际大酒店, Xiongchu International Hotel,114.36125,30.51021,五星级宾馆,543,Five -star hotel
